context_cost,description_cost,embedding_cost,diagnose_cost,rerank_cost
0.00072205416,0.00802795398,0.00012806,0.0008315257,0.0013827617400000002
0.00016712253,0.00064986332,1.9220000000000002e-05,0.00034630907,0.00041877368999999995
0.0139136947,0.14032017683999992,0.0014519600000000034,0.00974528615,0.00144851454
0.00600862578,0.07145653330999999,0.0009484599999999998,0.00041713239000000003,0.0014016656700000002
0.0031561626100000003,0.03316565874999999,0.0005112799999999996,0.0008690599100000001,0.0014074190399999997
0.0001438348,0.00094054918,2.3719999999999997e-05,0.00061234314,0.00029507271999999995
0.031063004890000006,0.2843259851000001,0.0039247199999999805,0.00883471524,0.00150659618
0.0019820514,0.016278237339999994,0.00021466000000000014,0.00080796231,0.00142221342
0.0003045201,0.0038878139200000006,7.161999999999998e-05,0.00049247697,0.00133303267
0.00134438213,0.013264399779999997,0.00015764000000000004,0.00041220053,0.0014298845799999996
0.00318876424,0.03199291725000001,0.00037291999999999995,0.00043439293999999995,0.0014178298999999999
0.00194013348,0.014035766369999998,0.0002688399999999999,0.00036261056,0.00145481585
0.0001889034,0.00099150759,2.592000000000001e-05,0.00038192575000000007,0.0005841181
0.00286232512,0.025264135939999998,0.0004201399999999994,0.0003994608,0.0014041313999999998
0.0012408202299999998,0.009859461389999996,0.00016893999999999996,0.00253224556,0.00144906248
0.00042287656,0.0044511008699999995,5.234e-05,0.00038261104,0.0014279667899999998
0.00027383510000000003,0.00280479762,4.329999999999998e-05,0.00039850201000000003,0.00123385553
0.00107903903,0.00750014376,0.0001374000000000001,0.0015994863,0.0014882401899999997
0.00160657446,0.017959885619999994,0.00022169999999999997,0.00150318925,0.00142303533
0.00080273933,0.007171377520000001,0.00010457999999999992,0.00298800841,0.00147782933
0.018525475799999996,0.1971539524500001,0.0026169999999999935,0.0017611359300000002,0.0014627609799999998
0.0009687659600000001,0.008982886859999999,0.00013496000000000005,0.0005323411,0.00144769263
0.00273629973,0.02334893220999999,0.00034188,0.0015677057399999998,0.00144440499
0.00096588922,0.008035075899999999,0.00012515999999999997,0.00039672088999999995,0.0014005697899999998
0.0009960262799999999,0.008785899889999999,0.00014243999999999997,0.00036617218,0.0013956383299999998
0.00052506863,0.00255877024,4.726000000000001e-05,0.00079837338,0.00104837081
0.00032904074,0.00212781133,3.392e-05,0.00056330123,0.00056028271
0.000480685,0.00202740032,3.4859999999999995e-05,0.00055069756,0.00057507709
0.00029150637999999997,0.0021552068799999997,3.854e-05,0.00033398012,0.0012828961599999997
0.00047328764,0.00560192443,7.872000000000005e-05,0.00057658879,0.00143509001
0.00019575273999999996,0.0008327404599999999,2.3799999999999996e-05,0.00035192561,0.00044617068999999997
0.00036219151999999997,0.00290904512,5.522e-05,0.0008271416200000001,0.0009919329899999998
0.00025808167999999995,0.00090232968,1.9699999999999994e-05,0.00036439111,0.00044206114
0.00024493093,0.0012015076499999999,2.8179999999999994e-05,0.00034850084,0.00057562503
0.0002689036,0.00220370118,3.604000000000001e-05,0.00047603777,0.00084384869
0.00032862976,0.0037930177700000005,6.134e-05,0.00036726826,0.00143235031
0.00020657468,0.0012457543300000002,2.074e-05,0.00032973325999999996,0.00067850428
0.00041726013,0.0031590455499999996,4.413999999999999e-05,0.00037767903999999996,0.0010122067699999998
0.00137369973,0.011397961780000002,0.00011420000000000008,0.00062837099,0.0014452268999999998
0.00025410905,0.00152383714,2.5559999999999996e-05,0.00035288448,0.0007034355499999998
0.00031232835,0.00158726151,3.5300000000000004e-05,0.00038713199000000003,0.00070316158
0.00021849251,0.00118835725,2.976e-05,0.0003423364,0.0005838441299999999
0.00022657472,0.00115917926,2.384e-05,0.00047069566999999996,0.00043986938
0.00034479423,0.0015321937099999998,3.197999999999999e-05,0.00052576538,0.00056740593
0.00030794479,0.00319178515,4.762e-05,0.00042891345,0.0010239874799999999
0.00024767066,0.00146137111,3.305999999999999e-05,0.00074987877,0.0007426132600000001
0.0025465769500000006,0.022601812870000005,0.0003225399999999999,0.00214498504,0.00149810311
0.0002424652,0.00097082285,2.42e-05,0.00036562369,0.00041658193
0.00129273942,0.00603219801,0.00014562000000000003,0.003793780900000001,0.0014989250199999998
0.00015287592000000003,0.00069328844,2.290000000000001e-05,0.00042507808,0.00029479875
0.00030273930999999996,0.00177260436,3.556e-05,0.00042370827,0.00084302678
0.00027753376,0.0021624679399999997,4.545999999999999e-05,0.00036028206000000005,0.0009793303699999999
0.00013534163,0.00038575352999999996,1.058e-05,0.00430913531,0.00026794969
0.0009741107899999999,0.0097133028,0.00011623999999999998,0.00042617419,0.0014189257799999998
0.00017904036999999998,0.00074328821,1.728e-05,0.00034603478000000003,0.00042891057999999997
0.00036479425,0.00198931749,3.0000000000000004e-05,0.00035904862,0.00072370933
0.0008165762499999999,0.0059461728,6.914000000000002e-05,0.00045576376,0.0014402954399999996
0.0003550682,0.00264055106,5.054e-05,0.00035987084000000004,0.0011117983799999998
0.00030205438,0.0018728787899999998,3.128e-05,0.00034397987,0.00084932809
0.00052191791,0.00611000739,9.448e-05,0.0008383747299999999,0.0014613911300000002
0.0005324658899999999,0.00466685616,5.676e-05,0.0006363164699999999,0.00138248777
0.0009300011,0.00936549344,8.582000000000003e-05,0.00070645448,0.0014775553599999996
0.00032808182,0.00201561799,3.37e-05,0.00065234289,0.0011189216
0.005255071950000001,0.04196156346999999,0.000531079999999999,0.01084174723,0.0014668705299999997
0.00043356153,0.004117266,5.406e-05,0.00112249197,0.00128426601
0.00085616537,0.00741768217,8.484000000000003e-05,0.00041740661,0.0014370077999999998
0.00039479432999999994,0.0020738380099999997,4.022e-05,0.00081755209,0.0008638484999999999
0.00024438298999999997,0.0015772615500000001,2.63e-05,0.00035699387999999996,0.0008471363299999999
0.00027643789,0.00106356251,2.6860000000000007e-05,0.00041781763999999995,0.0005649402
0.0006702732500000001,0.006843020519999998,0.00010842000000000005,0.0007265914399999999,0.0014123504999999999
0.00029054748,0.00302877101,4.6239999999999984e-05,0.00090495214,0.00113371598
0.0007083555399999999,0.00831384569,0.00013272000000000004,0.0008279634899999999,0.00144550087
0.001031781,0.008474121060000001,9.812000000000003e-05,0.00035603487,0.0014211175400000002
0.00077493223,0.007244942129999998,6.580000000000004e-05,0.00103824504,0.00148796622
0.00021630074999999998,0.00060794582,1.892e-05,0.00035836376999999996,0.0002852098
0.00023821861,0.00131931663,2.2220000000000004e-05,0.00035137739,0.0004330201299999999
0.0011416443099999999,0.010553028589999998,0.00011842000000000002,0.00161510812,0.0014323503100000003
0.0008412314100000001,0.00800726862,0.00015121999999999995,0.0007361803,0.0014633089199999998
0.0009284931500000001,0.005753842479999999,9.484000000000005e-05,0.00046357202,0.00145673364
0.00029082148,0.0016975362399999998,3.078e-05,0.00054754687,0.0005737072399999999
0.00037438329000000003,0.0028427420300000004,5.003999999999999e-05,0.00070631609,0.0014353639799999998
0.00021383497999999997,0.00173794738,2.2699999999999996e-05,0.0006616597700000001,0.0005786387
0.00020315002,0.0009687677799999999,2.2160000000000005e-05,0.00033699312,0.00059315911
0.00017191707,0.00058876769,1.9560000000000002e-05,0.00039055641,0.00027616878999999996
0.00052780717,0.0038356193399999997,6.815999999999998e-05,0.00036466567,0.0014342680999999999
0.0032628742,0.02719195129,0.00043428000000000005,0.0004859012,0.0014775553599999998
0.00293780715,0.028714833740000008,0.0004402799999999997,0.00098769311,0.0015033085399999999
0.00173684995,0.015549335190000001,0.00020444000000000004,0.00104687298,0.00139783009
0.00041068477,0.0028889074999999998,4.407999999999999e-05,0.00037041891,0.0012722113299999999
0.00040698612,0.004681102249999999,5.5259999999999996e-05,0.00045179080000000004,0.0014282407599999999
0.0018943859,0.01851372861,0.00020528000000000015,0.0008085109699999999,0.0014153641699999999
